"","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"15006",15367,"Jinguuji Saburou DS: Akai Chou","DS","2010","Adventure","Arc System Works",0,0,0.02,0,0.02
"15007",15368,"Dance Dance Revolution Extra Mix","PS","2001","Simulation","Konami Digital Entertainment",0,0,0.02,0,0.02
"15008",15369,"UnchainBlades EXXiV","PSP","2012","Role-Playing","FuRyu",0,0,0.02,0,0.02
"15009",15370,"Princess Isabella: A Witch's Curse","Wii","2010","Adventure","Destineer",0.02,0,0,0,0.02
"15010",15371,"Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou","DS","2008","Adventure","Namco Bandai Games",0,0,0.02,0,0.02
"15011",15372,"The Legend of Heroes: Trails in the Sky Third Chapter","PSV","2016","Role-Playing","Nihon Falcom Corporation",0,0,0.02,0,0.02
"15012",15373,"Pippa Funnell: Ranch Rescue","Wii","2007","Adventure","Ubisoft",0,0.02,0,0,0.02
"15013",15374,"Jewel Link: Galactic Quest","DS","2012","Action","Avanquest Software",0,0.02,0,0,0.02
"15014",15375,"Super Bowling","N64","1999","Sports","Athena",0.02,0,0,0,0.02
"15015",15376,"Rat Attack!","N64","2000","Puzzle","Mindscape",0.02,0,0,0,0.02
"15016",15377,"Kawaii Koinu DS 3","DS","2010","Simulation","MTO",0,0,0.02,0,0.02
"15017",15378,"Chuugen no Hasha: Sangoku Shouseiden","PSP","2006","Strategy","Namco Bandai Games",0,0,0.02,0,0.02
"15018",15379,"Chevrolet Camaro: Wild Ride","DS","2010","Racing","Storm City Games",0.02,0,0,0,0.02
"15019",15380,"The Sims 2: Happy Holiday Stuff","PC","2006","Simulation","Electronic Arts",0.01,0.01,0,0,0.02
"15020",15381,"Largo Winch .// Commando Sar","PS","2002","Adventure","Ubisoft",0.01,0.01,0,0,0.02
"15021",15382,"Joker no Kuni no Alice: Wonderful Wonder World","PSP","2011","Adventure","Quinrose",0,0,0.02,0,0.02
"15022",15383,"Cross Treasures","DS","2009","Role-Playing","Square Enix",0,0,0.02,0,0.02
"15023",15384,"Ruff Trigger: The Vanocore Conspiracy","PS2","2006","Platform","Natsume",0.01,0.01,0,0,0.02
"15024",15385,"Silent Bomber","PS","1999","Action","Virgin Interactive",0.01,0.01,0,0,0.02
"15025",15386,"Samurai & Dragons","PSV","2012","Action","Sega",0,0,0.02,0,0.02
"15026",15387,"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7","PS3","2015","Misc","Namco Bandai Games",0,0,0.02,0,0.02
"15027",15388,"Elminage Original: Majo to Megami to Kamigami no Yubiwa","PSP","2011","Role-Playing","Starfish",0,0,0.02,0,0.02
"15028",15389,"TalkMan","PSP","2006","Misc","Sony Computer Entertainment",0,0,0.02,0,0.02
"15029",15390,"XGRA: Extreme G Racing Association","XB","2003","Racing","Acclaim Entertainment",0.02,0,0,0,0.02
"15030",15391,"Uta no * Prince-Sama","PSP","2010","Adventure","Broccoli",0,0,0.02,0,0.02
"15031",15392,"Ridge Racer Unbounded","PC","2012","Racing","Namco Bandai Games",0,0.02,0,0,0.02
"15032",15393,"Elminage Gothic: Ulm Zakir to Yami no Gishiki","PSP","2012","Role-Playing","Starfish",0,0,0.02,0,0.02
"15033",15394,"Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator","PSP","2006","Misc","Sega",0,0,0.02,0,0.02
"15034",15395,"Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!","3DS","2011","Action","Namco Bandai Games",0,0,0.02,0,0.02
"15035",15396,"Invizimals: The Resistance","PSV","2014","Role-Playing","Sony Computer Entertainment",0,0.02,0,0,0.02
"15036",15397,"Anima - Gate of Memories","PS4","2016","Action","Avanquest",0,0.02,0,0,0.02
"15037",15398,"B-17: Fortress in the Sky","DS","2007","Simulation","DSI Games",0.02,0,0,0,0.02
"15038",15399,"Mushishi: Amefuru Sato","DS","2008","Simulation","Marvelous Interactive",0,0,0.02,0,0.02
"15039",15400,"Arcana Famiglia: Vascello Phantasma no Majutsushi","PSP","2012","Action","Comfort",0,0,0.02,0,0.02
"15040",15401,"The Legend of Heroes: Trails in the Sky Second Chapter","PS3","2013","Role-Playing","Falcom Corporation",0,0,0.02,0,0.02
"15041",15402,"Motocross Mania 3","XB","2005","Racing","Take-Two Interactive",0.01,0,0,0,0.02
"15042",15403,"Psycho-Pass: Mandatory Happiness","PSV","2016","Adventure","Nippon Ichi Software",0,0.01,0.01,0,0.02
"15043",15404,"ESPN MLS ExtraTime 2002","GC","2002","Sports","Konami Digital Entertainment",0.02,0,0,0,0.02
"15044",15405,"Winning Post 7: Maximum 2007","PS2","2007","Sports","Tecmo Koei",0,0,0.02,0,0.02
"15045",15406,"Resident Evil: Umbrella Corps","PS4","2016","Action","Capcom",0,0,0.02,0,0.02
"15046",15407,"Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days","PS2","2010","Action","Russel",0,0,0.02,0,0.02
"15047",15408,"Vitamin R","PSP","2013","Adventure","D3Publisher",0,0,0.02,0,0.02
"15048",15409,"Fist of the North Star: Ken's Rage 2","WiiU","2013","Fighting","Tecmo Koei",0,0,0.02,0,0.02
"15049",15410,"Maximum Racing: Crash Car Racer","Wii","2010","Racing","Nordic Games",0.01,0.01,0,0,0.02
"15050",15411,"Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation","GBA","2006","Action","Atari",0.01,0.01,0,0,0.02
"15051",15412,"Deus Ex: Mankind Divided","PC","2016","Role-Playing","Square Enix",0,0.02,0,0,0.02
"15052",15413,"Guitar Freaks V2 & DrumMania V2","PS2","2006","Simulation","Konami Digital Entertainment",0,0,0.02,0,0.02
"15053",15414,"Backyard Baseball '09","PS2","2008","Sports","Atari",0.01,0.01,0,0,0.02
"15054",15415,"Puzzle City","DS","2009","Puzzle","Destineer",0.02,0,0,0,0.02
"15055",15416,"Gakuen K: Wonderful School Days","PSP","2014","Adventure","Idea Factory",0,0,0.02,0,0.02
"15056",15417,"Worms","X360","2007","Strategy","Microsoft Game Studios",0,0.02,0,0,0.02
"15057",15418,"RollerCoaster Tycoon World","PC","2016","Simulation","Atari",0,0.02,0,0,0.02
"15058",15419,"Pastel Chime Continue","PSP","2010","Adventure","5pb",0,0,0.02,0,0.02
"15059",15420,"Trapped Dead","PC","2011","Strategy","Iceberg Interactive",0,0.02,0,0,0.02
"15060",15421,"Super Fruit Fall","Wii","2006","Puzzle","System 3 Arcade Software",0.01,0,0,0,0.02
"15061",15422,"Zwei!!","PSP","2008","Role-Playing","Falcom Corporation",0,0,0.02,0,0.02
"15062",15423,"Pump It Up: Exceed","XB","2005","Misc","Mastiff",0.01,0,0,0,0.02
"15063",15424,"Ro-Kyu-Bu! Lost Secret","PSP","2013","Adventure","Kadokawa Shoten",0,0,0.02,0,0.02
"15064",15425,"CV Casting Voice","PS3","2014","Adventure","Namco Bandai Games",0,0,0.02,0,0.02
"15065",15426,"Littlest Pet Shop","PC","2008","Simulation","Electronic Arts",0,0.02,0,0,0.02
"15066",15427,"Net High","PSV","2015","Adventure","Marvelous Games",0,0,0.02,0,0.02
"15067",15428,"Malice","PS2","2004","Platform","Evolved Games",0.01,0.01,0,0,0.02
"15068",15429,"Defendin' De Penguin","DS","2008","Strategy","Zushi Games",0.02,0,0,0,0.02
"15069",15430,"The Sims 2: Family Fun Stuff","PC","2006","Simulation","Electronic Arts",0,0.01,0,0,0.02
"15070",15431,"Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection","PS2","2008","Role-Playing","Sega",0,0,0.02,0,0.02
"15071",15432,"Worldwide Soccer Manager 2007","PC","2006","Sports","Sega",0,0.02,0,0,0.02
"15072",15433,"Heroes of the Pacific","PC","2005","Simulation","Codemasters",0,0.02,0,0,0.02
"15073",15434,"Kokoro Connect: Yochi Random","PSP","2012","Action","Namco Bandai Games",0,0,0.02,0,0.02
"15074",15435,"Tenkai Knights: Brave Battle","3DS","2014","Action","Namco Bandai Games",0.01,0.01,0,0,0.02
"15075",15436,"Mount & Blade: Warband","PC","2010","Role-Playing","Paradox Interactive",0.01,0.01,0,0,0.02
"15076",15437,"Horrid Henry: Missions of Mischief","Wii","2010","Adventure","SouthPeak Games",0,0.02,0,0,0.02
"15077",15438,"Dark Tales: Edgar Allan Poe's The Premature Burial","PC","2012","Puzzle","Focus Multimedia",0,0.02,0,0,0.02
"15078",15439,"Painkiller: Hell & Damnation","X360","2013","Shooter","Nordic Games",0,0.01,0,0,0.02
"15079",15440,"Resident Evil Zero","PC","2016","Action","Capcom",0.01,0.01,0,0,0.02
"15080",15441,"Warship Gunner 2 Portable","PSP","2009","Simulation","Tecmo Koei",0,0,0.02,0,0.02
"15081",15442,"Nervous Brickdown","DS","2007","Puzzle","Eidos Interactive",0,0.01,0,0,0.02
"15082",15443,"Downtown Nekketsu Jidaigek","3DS","2015","Action","Arc System Works",0,0,0.02,0,0.02
"15083",15444,"Mini Ninjas","PC","2009","Action","Eidos Interactive",0,0.02,0,0,0.02
"15084",15445,"Legend of Kay Anniversary","PS4","2015","Action","Nordic Games",0,0.02,0,0,0.02
"15085",15446,"NHL 09","PC","2008","Sports","Electronic Arts",0,0.02,0,0,0.02
"15086",15447,"Spanish for Everyone!","DS","2007","Puzzle","Activision",0.02,0,0,0,0.02
"15087",15448,"Battle Princess of Arcadias","PS3","2013","Role-Playing","Nippon Ichi Software",0,0,0.02,0,0.02
"15088",15449,"Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version","PSV","2015","Strategy","Tecmo Koei",0,0,0.02,0,0.02
"15089",15450,"Germany's Next Topmodel 2011","Wii","2011","Simulation","7G//AMES",0,0.02,0,0,0.02
"15090",15451,"Uchuu Keiji Tamashii: The Space Sheriff Spirits","PS2","2006","Action","Namco Bandai Games",0,0,0.02,0,0.02
"15091",15452,"Angelique Retour","PSV","2015","Action","Tecmo Koei",0,0,0.02,0,0.02
"15092",15453,"Winx Club: Saving Alfea","DS","2014","Action","Namco Bandai Games",0.02,0,0,0,0.02
"15093",15455,"Mount & Blade Collection","PC","2012","Role-Playing","Paradox Interactive",0,0.02,0,0,0.02
"15094",15456,"Car Battler Joe","GBA","2001","Role-Playing","Victor Interactive",0.01,0.01,0,0,0.02
"15095",15457,"Vietcong","PC","2003","Shooter","Gathering of Developers",0,0.02,0,0,0.02
"15096",15458,"StormLover Karen!!","PSP","2011","Adventure","D3Publisher",0,0,0.02,0,0.02
"15097",15459,"Digimon Rumble Arena 2","XB","2004","Fighting","Atari",0.01,0,0,0,0.02
"15098",15460,"Steins;Gate: Hiyoku Renri no Darling","PS3","2012","Adventure","5pb",0,0,0.02,0,0.02
"15099",15461,"Ten Pin Alley 2","Wii","2008","Sports","XS Games",0.02,0,0,0,0.02
"15100",15462,"Coded Soul: Uke Keigareshi Idea","PSP","2008","Role-Playing","Sony Computer Entertainment",0,0,0.02,0,0.02
"15101",15463,"Starship Troopers","PC","2005","Shooter","Empire Interactive",0,0.02,0,0,0.02
"15102",15464,"AIR","PSP","2007","Adventure","Prototype",0,0,0.02,0,0.02
"15103",15465,"Crysis: Warhead","PC","2008","Shooter","Electronic Arts",0,0.02,0,0,0.02
"15104",15466,"Hana to Otome ni Shukufuku o: Harekaze no Okurimono","PS2","2010","Adventure","Alchemist",0,0,0.02,0,0.02
"15105",15467,"Dino Dini's Kick Off Revival","PS4","2016","Sports","Avanquest",0,0.02,0,0,0.02
"15106",15468,"Garfield Gets Real","DS","2009","Action","Zushi Games",0,0.02,0,0,0.02
"15107",15469,"Mighty No. 9","WiiU","2016","Platform","Deep Silver",0.01,0.01,0,0,0.02
"15108",15470,"Atlantic Quest","PC","2011","Puzzle","Avanquest",0,0.02,0,0,0.02
"15109",15471,"Tycoon City: New York","PC","2006","Strategy","Atari",0,0.02,0,0,0.02
"15110",15472,"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5","PS3","2015","Action","Namco Bandai Games",0,0,0.02,0,0.02
"15111",15473,"Agatha Christie: The ABC Murders","PC","2016","Adventure","Microids",0,0.02,0,0,0.02
"15112",15474,"Virtua Pro Football","PS2","2006","Sports","Sega",0,0,0.02,0,0.02
"15113",15475,"Date-A-Live Twin Edition: Rio Reincarnation","PSV","2015","Action","Compile Heart",0,0,0.02,0,0.02
"15114",15476,"Adidas Power Soccer 98","PS","1998","Sports","Psygnosis",0.01,0.01,0,0,0.02
"15115",15477,"Natsuiro High School: Seishun Hakusho","PS4","2015","Action","D3Publisher",0,0,0.02,0,0.02
"15116",15478,"Black Rose Valkyrie","PS4","2016","Role-Playing","Idea Factory",0,0,0.02,0,0.02
"15117",15480,"Heroes VS","PSP","2013","Fighting","Namco Bandai Games",0,0,0.02,0,0.02
"15118",15481,"Kazoku Keikaku","PSP","2010","Adventure","CyberFront",0,0,0.02,0,0.02
"15119",15482,"Sotsugyou II: Neo Generation Special","3DO","1995","Simulation","Imageworks",0,0,0.02,0,0.02
"15120",15483,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)","PC","2009","Shooter","Activision",0.02,0,0,0,0.02
"15121",15484,"Agatha Christie's The ABC Murders","PS4","2016","Adventure","Microids",0.01,0.01,0,0,0.02
"15122",15485,"Tom Clancy's Splinter Cell Classic Trilogy HD","PS3","2011","Action","Ubisoft",0.02,0,0,0,0.02
"15123",15486,"Aoishiro","PS2","2008","Adventure","Success",0,0,0.02,0,0.02
"15124",15487,"Rainbow Islands Revolution","DS","2005","Platform","Rising Star Games",0.01,0,0,0,0.02
"15125",15488,"Warhammer 40,000: Dawn of War: Soulstorm","PC","2008","Strategy","THQ",0,0.02,0,0,0.02
"15126",15489,"Virtual Kasparov","GBA","2002","Strategy","Titus",0.01,0.01,0,0,0.02
"15127",15490,"Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.","XB","2005","Platform","Global Star",0.01,0,0,0,0.02
"15128",15491,"Dynasty Warriors 8: Empires","PSV","2015","Action","Tecmo Koei",0,0,0.02,0,0.02
"15129",15492,"Mary King's Riding School","DS","2008","Simulation","Ghostlight",0,0.02,0,0,0.02
"15130",15493,"Devil Survivor: Over Clock","3DS","2015","Strategy","Atlus",0,0,0.02,0,0.02
"15131",15494,"PC Engine Best Collection: Tengai Makyou Collection","PSP","2008","Role-Playing","Hudson Soft",0,0,0.02,0,0.02
"15132",15495,"Commandos 3: Destination Berlin","PC","2003","Strategy","Eidos Interactive",0,0.02,0,0,0.02
"15133",15496,"Otoko Yukaku","PSV","2015","Action","D3Publisher",0,0,0.02,0,0.02
"15134",15497,"Speed Kings","GC","2003","Racing","Acclaim Entertainment",0.01,0,0,0,0.02
"15135",15498,"Spirits and Demons: 5 Game Pack","PC","2015","Misc","Focus Multimedia",0,0.02,0,0,0.02
"15136",15499,"Rose to Tasogare no Kojou","PSV","2016","Action","Nippon Ichi Software",0,0,0.02,0,0.02
"15137",15500,"Army Rescue","Wii","2009","Shooter","UFO Interactive",0.02,0,0,0,0.02
"15138",15501,"Azada","3DS","2012","Puzzle","Licensed 4U",0,0.02,0,0,0.02
"15139",15502,"ESPN MLS ExtraTime 2002","XB","2002","Sports","Konami Digital Entertainment",0.01,0,0,0,0.02
"15140",15503,"Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome","PSP","2010","Misc","Karin Entertainment",0,0,0.02,0,0.02
"15141",15504,"Dreamer Series: Horse Trainer","DS","2008","Simulation","DreamCatcher Interactive",0.02,0,0,0,0.02
"15142",15505,"Hogs of War","PS","2000","Strategy","Infogrames",0.01,0.01,0,0,0.02
"15143",15506,"Katekyoo Hitman Reborn! Dream Hyper Battle!","PS2","2007","Fighting","Marvelous Interactive",0,0,0.02,0,0.02
"15144",15507,"Muchi Muchi Pork & Pink Sweets","X360","2011","Shooter","Cave",0,0,0.02,0,0.02
"15145",15508,"Point Blank 3","PS","2000","Shooter","Namco Bandai Games",0.01,0.01,0,0,0.02
"15146",15509,"Meiji Toukyou Renka","PSP","2013","Adventure","Broccoli",0,0,0.02,0,0.02
"15147",15510,"Sengoku Basara: Sanada Yukimura-Den","PS3","2016","Action","Capcom",0,0,0.02,0,0.02
"15148",15511,"Hakuoki: Shinkai - Hana no Shou","PSV","2016","Adventure","Idea Factory",0,0,0.02,0,0.02
"15149",15512,"Mushihimesama","X360","2012","Action","Cave",0,0,0.02,0,0.02
"15150",15513,"Uru: Ages Beyond Myst","PC","2003","Adventure","Ubisoft",0,0.02,0,0,0.02
"15151",15514,"Higurashi no Naku Koro ni: Jan","PSP","2009","Misc","AQ Interactive",0,0,0.02,0,0.02
"15152",15515,"Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira","PSP","2012","Action","Idea Factory",0,0,0.02,0,0.02
"15153",15516,"Elvandia Story","PS2","2007","Role-Playing","Spike",0,0,0.02,0,0.02
"15154",15517,"Triggerheart Excelica Enhanced","PS2","2009","Shooter","Alchemist",0,0,0.02,0,0.02
"15155",15518,"Puzzle Star Sweep","PS","1997","Puzzle","Midas Interactive Entertainment",0.01,0.01,0,0,0.02
"15156",15519,"Battle Spirits: Kiseki no Hasha","PSP","2009","Role-Playing","Namco Bandai Games",0,0,0.02,0,0.02
"15157",15520,"X-Plane 10 Global","PC","2013","Simulation","Aerosoft",0,0.02,0,0,0.02
"15158",15521,"Chrysler Classic Racing","DS","2008","Racing","Zoo Games",0.02,0,0,0,0.02
"15159",15522,"The Conveni 4","PS2","2006","Simulation","Hamster Corporation",0,0,0.02,0,0.02
"15160",15523,"The Cheetah Girls","GBA","2006","Misc","Disney Interactive Studios",0.01,0,0,0,0.02
"15161",15524,"Charlie's Angels","GC","2003","Action","Ubisoft",0.01,0,0,0,0.02
"15162",15525,"WRC 2: FIA World Rally Championship","PC","2011","Racing","Ubisoft",0,0.01,0,0,0.02
"15163",15526,"uDraw Studio: Instant Artist","X360","2011","Misc","THQ",0.01,0.01,0,0,0.02
"15164",15527,"Seitokai no Ichizon: DS-suru Seitokai","DS","2010","Adventure","Kadokawa Shoten",0,0,0.02,0,0.02
"15165",15528,"Teenage Mutant Ninja Turtles Double Pack","GBA","2006","Action","Konami Digital Entertainment",0.01,0,0,0,0.02
"15166",15529,"Prism Ark: Awake","PS2","2008","Adventure","5pb",0,0,0.02,0,0.02
"15167",15530,"Rozen Maiden: Duellwalzer","PS2","2006","Adventure","Taito",0,0,0.02,0,0.02
"15168",15531,"Rugby 06","XB","2006","Sports","Electronic Arts",0.01,0,0,0,0.02
"15169",15532,"Marvel Avengers: Battle for Earth","X360","2012","Action","Ubisoft",0.02,0,0,0,0.02
"15170",15533,"Winter Blast: 9 Snow & Ice Games","Wii","2010","Sports","Destineer",0.02,0,0,0,0.02
"15171",15534,"Natsuiro High School: Seishun Hakusho","PS3","2015","Action","D3Publisher",0,0,0.02,0,0.02
"15172",15535,"Kamen Rider: Battride War II","WiiU","2014","Action","Namco Bandai Games",0,0,0.02,0,0.02
"15173",15536,"Shrek / Shark Tale Game Boy Advance Video","GBA","2006","Misc","Hasbro Interactive",0.01,0,0,0,0.02
"15174",15537,"Urban Chaos: Riot Response","XB","2006","Shooter","Eidos Interactive",0.01,0,0,0,0.02
"15175",15538,"Ginga Fukei Densetsu: Sapphire","TG16","1995","Shooter","Hudson Soft",0,0,0.02,0,0.02
"15176",15539,"Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!","PS2","2007","Action","Marvelous Interactive",0,0,0.02,0,0.02
"15177",15540,"The Mummy","GBA","2002","Action","Ubisoft",0.01,0,0,0,0.02
"15178",15541,"Guitar Freaks V3 & DrumMania V3","PS2","2007","Simulation","Konami Digital Entertainment",0,0,0.02,0,0.02
"15179",15542,"The Talos Principle","PS4","2015","Puzzle","Devolver Digital",0,0.02,0,0,0.02
"15180",15543,"The Crow: City of Angels","PS","1997","Action","Acclaim Entertainment",0.01,0.01,0,0,0.02
"15181",15544,"Legendary","PC","2008","Shooter","Atari",0,0.01,0,0,0.02
"15182",15545,"Snow Portable","PSP","2007","Adventure","Prototype",0,0,0.02,0,0.02
"15183",15546,"Poyo Poyo Kansatsu Nikki","3DS","2012","Action","IE Institute",0,0,0.02,0,0.02
"15184",15547,"Jinsei Game DS","DS","2006","Misc","Atlus",0,0,0.02,0,0.02
"15185",15548,"Guitar Freaks & DrumMania: Masterpiece Gold","PS2","2007","Simulation","Konami Digital Entertainment",0,0,0.02,0,0.02
"15186",15549,"Broken Sword: The Sleeping Dragon","XB","2003","Adventure","THQ",0.01,0,0,0,0.02
"15187",15550,"Reversal Challenge","DS","2009","Misc","Tommo",0.02,0,0,0,0.02
"15188",15552,"Miyako","PSP","2010","Adventure","Idea Factory",0,0,0.02,0,0.02
"15189",15553,"Motto NUGA-CEL!","PSP","2010","Adventure","Idea Factory",0,0,0.02,0,0.02
"15190",15554,"Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales)","PS2","2007","Strategy","Konami Digital Entertainment",0,0,0.02,0,0.02
"15191",15555,"11eyes: CrossOver","PSP","2010","Adventure","5pb",0,0,0.02,0,0.02
"15192",15556,"Super Dodge Ball","NG","1995","Sports","Technos Japan Corporation",0,0,0.02,0,0.02
"15193",15557,"Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi","PSV","2015","Adventure","dramatic create",0,0,0.02,0,0.02
"15194",15558,"Gon: BakuBakuBakuBaku Adventure","3DS","2012","Action","Namco Bandai Games",0,0,0.02,0,0.02
"15195",15559,"Style Book: Junior City","DS","2006","Misc","Namco Bandai Games",0,0,0.02,0,0.02
"15196",15560,"Amatsumi Sora ni! Kumo no Hatate ni","PSV","2015","Adventure","Prototype",0,0,0.02,0,0.02
"15197",15561,"Garfield's Nightmare","DS","2007","Platform","Game Factory",0.01,0,0,0,0.02
"15198",15562,"Earth Seeker","Wii","2011","Role-Playing","Kadokawa Shoten",0,0,0.02,0,0.02
"15199",15563,"Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special","PS3","2015","Action","Arc System Works",0,0,0.02,0,0.02
"15200",15564,"Lovely x Cation 1 & 2","PSV","2015","Action","5pb",0,0,0.02,0,0.02
"15201",15565,"Barbie as the Princess and the Pauper","GBA","2004","Adventure","Vivendi Games",0.01,0,0,0,0.02
"15202",15566,"Blood Bowl: Legendary Edition","PC","2010","Sports","Focus Home Interactive",0,0.01,0,0,0.02
"15203",15568,"Pirates of the Burning Sea","PC","2008","Role-Playing","Koch Media",0,0.01,0,0,0.02
"15204",15569,"TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8","PS3","2016","Misc","Namco Bandai Games",0,0,0.02,0,0.02
"15205",15570,"Mary King's Riding School 2","Wii","2009","Simulation","Midas Interactive Entertainment",0,0.02,0,0,0.02
"15206",15571,"Micro Machines V4","PSP","2006","Racing","Codemasters",0.01,0,0,0,0.02
"15207",15572,"Entaku no Seito: The Eternal Legend","PSP","2012","Role-Playing","Kadokawa Games",0,0,0.02,0,0.02
"15208",15573,"New Atelier Rorona: Hajimari no Monogatari","3DS","2015","Action","Tecmo Koei",0,0,0.02,0,0.02
"15209",15574,"WorldShift","PC","2009","Strategy","Playlogic Game Factory",0.02,0,0,0,0.02
"15210",15575,"The Crew: Wild Run","PC","2015","Action","Ubisoft",0,0.02,0,0,0.02
"15211",15576,"Casper's Scare School: Spooky Sports Day","DS","2009","Sports","Blast! Entertainment Ltd",0.02,0,0,0,0.02
"15212",15577,"7 Roses: A Darkness Rises","PC","2015","Misc","Avanquest Software",0,0.02,0,0,0.02
"15213",15578,"My Hero: Doctor","DS","2009","Action","Majesco Entertainment",0.02,0,0,0,0.02
"15214",15579,"Sega Ages 2500 Series Vol. 29: Monster World Complete Collection","PS2","2007","Role-Playing","Sega",0,0,0.02,0,0.02
"15215",15580,"Bakumatsu Rock: Ultra Soul","PSV","2014","Misc","Marvelous Interactive",0,0,0.02,0,0.02
"15216",15581,"Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses","PSP","2010","Action","Takara Tomy",0,0,0.02,0,0.02
"15217",15583,"Elf Bowling 1 & 2","DS","2005","Sports","Ignition Entertainment",0.02,0,0,0,0.02
"15218",15584,"Niko Puchi Girls Runway","3DS","2015","Misc","Happinet",0,0,0.02,0,0.02
"15219",15585,"MotoGP 14","PSV","2014","Racing","Milestone S.r.l.",0,0.01,0,0,0.02
"15220",15586,"Bomberman 2","DS","2008","Puzzle","Hudson Soft",0,0.01,0,0,0.02
"15221",15587,"Arabians Lost: The Engagement on Desert","PS2","2007","Adventure","Prototype",0,0,0.02,0,0.02
"15222",15588,"Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen","DS","2010","Simulation","Square Enix",0,0,0.02,0,0.02
"15223",15589,"Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi","PS2","2010","Role-Playing","Namco Bandai Games",0,0,0.02,0,0.02
"15224",15590,"Gakken DS: Shin TOEIC Test Kanzen Kouryaku","DS","2007","Misc","Gakken",0,0,0.02,0,0.02
"15225",15591,"SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen","DS","2010","Action","Namco Bandai Games",0,0,0.02,0,0.02
"15226",15592,"Peggle Nights","PC","2008","Puzzle","PopCap Games",0,0.01,0,0,0.02
"15227",15593,"Starry ? Sky: After Summer","PSP","2013","Misc","Asgard",0,0,0.02,0,0.02
"15228",15594,"Puzzle Guzzle","PSP","2007","Puzzle","DHM Interactive",0.02,0,0,0,0.02
"15229",15595,"ESPN NFL Primetime 2002","XB","2002","Sports","Konami Digital Entertainment",0.01,0,0,0,0.02
"15230",15596,"Gallop Racer Inbreed","PS2","2006","Sports","Tecmo Koei",0,0,0.02,0,0.02
"15231",15597,"Myth Makers: Super Kart GP","Wii","2007","Racing","Popcorn Arcade",0.01,0,0,0,0.02
"15232",15598,"Red Ninja: End of Honor","XB","2005","Action","Vivendi Games",0.01,0,0,0,0.02
"15233",15599,"Ketsui: Kizuna Jigoku Tachi Extra","X360","2010","Shooter","5pb",0,0,0.02,0,0.02
"15234",15600,"Frisbee Disc Freestyle / Frisbee Disc Golf","DS","2007","Sports","DSI Games",0.02,0,0,0,0.02
"15235",15601,"Call of Duty: Modern Warfare Trilogy","PS3","2016","Shooter","Activision",0,0.01,0,0,0.02
"15236",15602,"The King of Fighters Collection: The Orochi Saga (JP sales)","PS2","2006","Fighting","Ignition Entertainment",0,0,0.02,0,0.02
"15237",15603,"Emergency 2012","DS","2010","Simulation","Rondomedia",0,0.02,0,0,0.02
"15238",15604,"Command & Conquer 3: Kane's Wrath","PC","2008","Strategy","Electronic Arts",0,0.01,0,0,0.02
"15239",15605,"Suzumiya Haruhi-Chan no Mahjong","PSP","2011","Misc","Kadokawa Shoten",0,0,0.02,0,0.02
"15240",15606,"Tsuki no Hikari: Shizumeru Kane no Satsujin","PS2","2002","Adventure","Victor Interactive",0,0,0.02,0,0.02
"15241",15607,"Aqua Panic!","DS","2009","Puzzle","Neko Entertainment",0.01,0.01,0,0,0.02
"15242",15608,"James Bond 007: Blood Stone","PC","2010","Shooter","Activision",0.02,0,0,0,0.02
"15243",15610,"Sega Ages 2500 Series Vol. 26: Dynamite Deka","PS2","2006","Action","Sega",0,0,0.02,0,0.02
"15244",15611,"Kong: The Animated Series","GBA","2002","Action","BAM! Entertainment",0.01,0,0,0,0.02
"15245",15612,"Heavy Fire: Afghanistan","PC","2011","Shooter","Mastiff",0.02,0,0,0,0.02
"15246",15613,"Let's Dance with Mel B","X360","2011","Sports","Black Bean Games",0,0.02,0,0,0.02
"15247",15614,"Agatha Christie: Death on the Nile","PC","2008","Adventure","Big Fish Games",0,0.01,0,0,0.02
"15248",15615,"The Crew: Wild Run","XOne","2015","Action","Ubisoft",0,0.02,0,0,0.02
